Aconitum_angustius,4
Aconitum_finetianum,4
Aconitum_longecassidatum,4
Aconitum_alboviolaceum,4
Aconitum_gigas,4
Aconitum_umbrosum,4
Aconitum_barbatum,4
Aconitum_senanense,34
Aconitum_kitadakense,4
Aconitum_villosum,4
Aconitum_napiforme,4
Aconitum_bartlettii,4
Aconitum_jaluense,4
Aconitum_lucidusculum,4
Aconitum_sachalinense,4
Aconitum_misaoanum,4
Aconitum_hakusanense,4
Aconitum_ciliare,4
Aconitum_japonicum,4
Aconitum_volubile,4
Aconitum_carmichaelii,4
Aconitum_ludlowii,18
Aconitum_richardsonianum,33
Aconitum_sessiliflorum,16
Aconitum_flavum,6
Aconitum_pulchellum,20
Aconitum_nagarum,1
Aconitum_liangshanicum,1
Aconitum_hamatipetalum,16
Aconitum_brachypodum,1
Aconitum_huiliense,1
Aconitum_pendulum,43
Aconitum_tsaii,1
Aconitum_talassicum,4
Aconitum_nasutum,4
Aconitum_karakolicum,4
Aconitum_decipiens,4
Aconitum_nemorum,4
Aconitum_ferox,2
Aconitum_baicalense,4
Aconitum_delphiniifolium,34
Aconitum_cannabifolium,4
Aconitum_monanthum,4
Aconitum_iide-montanum,4
Aconitum_sanyoense,4
Aconitum_chiisanense,4
Aconitum_apoiense,4
Aconitum_yamazakii,4
Aconitum_yuparense,4
Aconitum_pascoi,4
Aconitum_superbum,4
Aconitum_degenii,4
Aconitum_bucovinense,34
Aconitum_plicatum,4
Aconitum_napellus,19
Aconitum_toxicum,4
Aconitum_variegatum,4
Aconitum_lasiocarpum,4
Aconitum_firmum,34
Aconitum_cammarum,4
Aconitum_nanum,4
Aconitum_pentheri,4
Aconitum_refractum,1
Aconitum_georgei,1
Aconitum_chienningense,1
Aconitum_kongboense,6
Aconitum_stapfianum,1
Aconitum_delavayi,1
Aconitum_fengii,16
Aconitum_tongolense,16
Aconitum_pilopetalum,16
Aconitum_contortum,1
Aconitum_bulleyanum,1
Aconitum_forrestii,1
Aconitum_transsectum,1
Aconitum_vilmorinianum,7
Aconitum_legendrei,1
Aconitum_bulbilliferum,1
Aconitum_episcopale,7
Aconitum_piepunense,1
Aconitum_tuguancunense,1
Aconitum_rockii,16
Aconitum_liljestrandii,16
Aconitum_tatsienense,1
Aconitum_hemsleyanum,7
Aconitum_franchetii,1
Aconitum_henryi,7
Aconitum_sungpanense,7
Aconitum_campylorrhynchum,1
Aconitum_spiripetalum,16
Aconitum_brunneum,1
Aconitum_zeravschanicum,34
Aconitum_racemulosum,7
Aconitum_polycarpum,16
Aconitum_tanguticum,21
Aconitum_naviculare,32
Staphisagria_picta,4
Staphisagria_macrosperma,4
Staphisagria_requienii,4
Aconitum_artemisiifolium,4
Consolida_uechtritziana,4
