Leptarrhena_pyrolifolia,34
Micranthes_aprica,19
Micranthes_atrata,18
Micranthes_brachypetala,4
Micranthes_bryophora,4
Micranthes_californica,4
Micranthes_calycina,19
Micranthes_careyana,4
Micranthes_caroliniana,4
Micranthes_eriophora,4
Micranthes_fallax,4
Micranthes_ferruginea,4
Micranthes_foliolosa,19
Micranthes_fusca,19
Micranthes_hieraciifolia,19
Micranthes_howellii,4
Micranthes_integrifolia,34
Micranthes_laciniata,19
Micranthes_lyallii,19
Micranthes_manchuriensis,4
Micranthes_marshallii,4
Micranthes_melaleuca,4
Micranthes_melanocentra,30
Micranthes_merkii,19
Micranthes_micranthidifolia,4
Micranthes_nelsoniana,19
Micranthes_nidifica,4
Micranthes_nivalis,19
Micranthes_nudicaulis,19
Micranthes_occidentalis,19
Micranthes_odontoloma,34
Micranthes_oregana,4
Micranthes_pallida,35
Micranthes_pensylvanica,4
Micranthes_petiolaris,4
Micranthes_punctata,4
Micranthes_purpurascens,19
Micranthes_razshivinii,19
Micranthes_redofskyi,19
Micranthes_reflexa,19
Micranthes_rhomboidea,34
Micranthes_rufidula,4
Micranthes_sachalinensis,4
Micranthes_spicata,19
Micranthes_subapetala,34
Micranthes_tempestiva,34
Micranthes_tenuis,19
Micranthes_texana,4
Micranthes_tilingiana,4
Micranthes_tolmiei,19
Micranthes_virginiensis,4
Mitella_acerina,4
Mitella_caulescens,4
Mitella_diphylla,4
Mitella_japonica,4
Mitella_nuda,4
Mitella_pauciflora,4
Mitella_stauropetala,4
Mitella_stylosa,4
Mitella_yoshinagae,4
Mukdenia_rossii,4
Oresitrophe_rupifraga,4
Ozomelis_diversifolia,4
Ozomelis_trifida,4
Pectiantia_breweri,4
Pectiantia_ovalis,4
Pectiantia_pentandra,4
Peltoboykinia_tellimoides,4
Rodgersia_aesculifolia,7
Rodgersia_pinnata,7
Rodgersia_podophylla,4
Rodgersia_sambucifolia,7
Saniculiphyllum_guangxiense,4
Saxifragopsis_fragarioides,34
Suksdorfia_violacea,4
Sullivantia_oregana,4
Tanakaea_radicans,4
Telesonix_heucheriformis,34
Tellima_grandiflora,4
Tiarella_cordifolia,4
Tolmiea_menziesii,4
